,0,1
680,57.0,-4814.358634471893
681,57.0,-4824.613634169102
682,57.0,-4822.487498044968
683,57.0,-4814.166156470776
684,58.0,-3390.437697291374
685,58.0,-3390.760930299759
686,58.0,-3376.031588435173
687,58.0,-3386.2270278930664
688,58.0,-3354.4419569969177
689,58.0,-3354.351040840149
690,58.0,-3371.815255999565
691,58.0,-3367.3185147047043
692,58.0,-3370.2073843479156
693,58.0,-3340.0478340387344
694,58.0,-3342.5732268095016
695,58.0,-3358.9138395786285
696,59.0,-7464.032454371452
697,59.0,-7381.450563848019
698,59.0,-7409.391057372093
699,59.0,-7396.788792192936
700,59.0,-7397.911154508591
701,59.0,-7355.952836751938
702,59.0,-7379.730642020702
703,59.0,-7406.255257308483
704,59.0,-7441.454611301422
705,59.0,-7444.78008556366
706,59.0,-7432.559827744961
707,59.0,-7447.89960193634
708,60.0,-7717.742521047592
709,60.0,-7397.1731759905815
710,60.0,-7326.363114595413
711,60.0,-7283.3311881423
712,60.0,-7311.077492415905
713,60.0,-7329.157127916813
714,60.0,-7350.017364799976
715,60.0,-7378.267813503742
716,60.0,-7398.578864514828
717,60.0,-7423.759708285332
718,60.0,-7453.92648088932
719,60.0,-7428.800260305405
720,61.0,-7215.168197929859
721,61.0,-7024.1233377456665
722,61.0,-7018.253710448742
723,61.0,-7031.341901600361
724,61.0,-6979.730705201626
725,61.0,-6983.49169331789
726,61.0,-6969.966511309147
727,61.0,-6952.909406304359
728,61.0,-6989.119619607925
729,61.0,-7025.504390180111
730,61.0,-7063.95460742712
731,61.0,-7067.942651689053
732,62.0,-8700.511966377497
733,62.0,-8391.636304289103
734,62.0,-22606.465747164293
735,62.0,-8350.86563783884
736,62.0,-22546.72664217294
737,62.0,-22538.391429227922
738,62.0,-8248.668613761663
739,62.0,-22015.658038860463
740,62.0,-8266.552535176277
741,62.0,-8210.176853567362
742,62.0,-8258.508463382721
743,62.0,-8368.79572275281
744,63.0,-7882.926225990057
745,63.0,-7639.322053670883
746,63.0,-7613.136923789978
747,63.0,-21384.091173881137
748,63.0,-21416.032555502054
749,63.0,-21412.096733585648
750,63.0,-21441.398648918264
751,63.0,-21397.21530928955
752,63.0,-21401.808223129734
753,63.0,-7535.66579657793
754,63.0,-7526.2815308868885
755,63.0,-21189.379555512452
756,64.0,-22747.386495151157
757,64.0,-36369.82429767869
758,64.0,-36319.74191133729
759,64.0,-36377.22300170908
760,64.0,-36384.80148680241
761,64.0,-36416.534046141576
762,64.0,-36367.148567319215
763,64.0,-36352.52191133379
764,64.0,-36387.94075928464
765,64.0,-22430.8026109517
766,64.0,-36417.25949252525
767,64.0,-36395.07971570459
768,65.0,-22649.512920448353
769,65.0,-22456.29299585516
770,65.0,-22438.37427747692
771,65.0,-22471.367538369566
772,65.0,-22484.097286794116
773,65.0,-22514.115836429046
774,65.0,-22525.91932345947
775,65.0,-22580.24078836444
776,65.0,-22600.566514187765
777,65.0,-22556.212340688005
778,65.0,-22613.011060582834
779,65.0,-22576.00866198283
780,66.0,-4983.537730097771
781,66.0,-4802.024062097073
782,66.0,-4737.761022567749
783,66.0,-4619.101966142654
784,66.0,-4619.071574926376
785,66.0,-4674.853343486786
786,66.0,-4826.603028893471
787,66.0,-4874.955158948898
788,66.0,-4887.846997201443
789,66.0,-4854.559470832348
790,66.0,-4848.245258450508
791,66.0,-4814.810669243336
792,67.0,-5230.171850800514
793,67.0,-5222.143739938736
794,67.0,-5274.399821639061
795,67.0,-5300.7921932935715
796,67.0,-5358.881587862968
797,67.0,-5330.848485708237
798,67.0,-5385.2277146577835
799,67.0,-5347.165589809418
800,67.0,-5355.698547840118
801,67.0,-5372.031934738159
802,67.0,-5323.951398015022
803,67.0,-5282.066313505173
804,68.0,-5438.784611463547
805,68.0,-5318.3473944067955
806,68.0,-5261.567982673645
807,68.0,-5339.460555553436
808,68.0,-5270.38771802187
809,68.0,-5217.763303756714
810,68.0,-5176.40535646677
811,68.0,-5195.974426209927
812,68.0,-5199.579773783684
813,68.0,-5220.50763720274
814,68.0,-5188.627797603607
815,68.0,-5205.2248957157135
816,69.0,-7347.193658292294
817,69.0,-7176.852965295315
818,69.0,-7088.984209239483
819,69.0,-7046.756406366825
820,69.0,-7011.163104712963
821,69.0,-7132.813754022121
822,69.0,-7151.223975807428
823,69.0,-7154.0011068582535
824,69.0,-7117.804721683264
825,69.0,-7160.0759973526
826,69.0,-7121.560017257929
827,69.0,-7042.567527234554
828,70.0,-5381.126383781433
829,70.0,-5311.018137574196
830,70.0,-5319.666611194611
831,70.0,-5298.300101995468
832,70.0,-5300.817385554314
833,70.0,-5338.139231443405
834,70.0,-5306.803398370743
835,70.0,-5355.620947122574
836,70.0,-5343.1552394628525
837,70.0,-5322.761411905289
838,70.0,-5330.708727478981
839,70.0,-5303.928270578384
840,71.0,-6287.279713690281
841,71.0,-6115.419437527657
842,71.0,-6101.666688859463
843,71.0,-6095.746834516525
844,71.0,-6131.474785745144
845,71.0,-6146.081787586212
846,71.0,-6118.244251549244
847,71.0,-6121.718466818333
848,71.0,-6129.31701117754
849,71.0,-6129.880466401577
850,71.0,-20038.249080007674
851,71.0,-6139.604663193226
852,72.0,-21487.573172902034
853,72.0,-21031.540989823017
854,72.0,-34912.64471132302
855,72.0,-34872.75990951273
856,72.0,-34873.46699376523
857,72.0,-34843.57163654215
858,72.0,-34882.02113181434
859,72.0,-34812.23255549323
860,72.0,-34806.23688339423
861,72.0,-34767.151359405325
862,72.0,-20933.55926750195
863,72.0,-20864.298743269443
864,73.0,-51753.50886906636
865,73.0,-65103.487889643766
866,73.0,-65188.958364253675
867,73.0,-51552.82863593562
868,73.0,-65255.881002379705
869,73.0,-65252.048495180585
870,73.0,-79267.90773103859
871,73.0,-93165.58648607075
872,73.0,-93158.60964180854
873,73.0,-93109.61668246325
874,73.0,-79076.15114621157
875,73.0,-79113.03059809597
876,74.0,-20886.105906393273
877,74.0,-20757.512790796798
878,74.0,-20853.330627139156
879,74.0,-20854.830143599735
880,74.0,-20887.551013759497
881,74.0,-20855.089564045018
882,74.0,-20836.873211332226
883,74.0,-20866.44525249816
884,74.0,-20839.001014885467
885,74.0,-20850.19101613794
886,74.0,-20828.273260928505
887,74.0,-20876.29324220305
888,75.0,-6829.703118145466
889,75.0,-20809.27906249807
890,75.0,-20884.996031686176
891,75.0,-6722.209570348263
892,75.0,-6750.9927495718
893,75.0,-20908.070982372417
894,75.0,-20939.752744289653
895,75.0,-20892.14923324766
896,75.0,-20896.036195050237
897,75.0,-6765.3861536979675
898,75.0,-6783.650757908821
899,75.0,-6819.478519499302
900,76.0,-6901.177931070328
901,76.0,-6791.507849782705
902,76.0,-6795.707341521978
903,76.0,-6826.536222338676
904,76.0,-6831.1042393147945
905,76.0,-6817.726860433817
906,76.0,-6826.214980870485
907,76.0,-6783.073493331671
908,76.0,-6867.998373001814
909,76.0,-6840.760047823191
910,76.0,-6872.115593791008
911,76.0,-6845.222073286772
912,77.0,-5392.319706916809
913,77.0,-5282.527665138245
914,77.0,-5289.960334539413
915,77.0,-5293.9842274188995
916,77.0,-5293.511207342148
917,77.0,-5302.475988507271
918,77.0,-5252.2196098566055
919,77.0,-5256.244641780853
920,77.0,-5241.279905676842
921,77.0,-5273.688182473183
922,77.0,-5258.513484835625
923,77.0,-5242.185524940491
924,78.0,-3380.4862459897995
925,78.0,-3312.1293588876724
926,78.0,-3326.2977685928345
927,78.0,-3304.348755121231
